lr,dlr,lambda1,lambda2,nh,dnh,losstype,sampletype,train_epochs,test_epochs,dagstart,dagloss,dagpenalization,dagpenalization_increase,use_filter,filter_threshold,linear,AUPR,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9
0.01,0.01,1.0,0.01,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.505992796624707,173.0,48.0,34.0,34.0,38.0,41.0,41.0,43.0,43.0,False,True,True,True,True,True,True,True,True
0.01,0.01,10.0,0.0001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.64740364228706,69.0,50.0,40.0,39.0,37.0,31.0,34.0,35.0,36.0,False,False,True,True,True,True,True,True,True
0.01,0.01,0.1,0.1,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.06873536809613295,334.0,328.0,130.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.5,0.0001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.17058617182609828,297.0,115.0,41.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,10.0,0.0005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.607972589957721,86.0,53.0,42.0,36.0,34.0,38.0,34.0,35.0,38.0,False,False,False,True,True,True,True,True,True
0.01,0.01,50.0,0.001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.43873012593449756,64.0,47.0,46.0,45.0,38.0,39.0,39.0,41.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,1.0,0.05,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.5105530280688605,143.0,60.0,37.0,33.0,40.0,40.0,40.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,100.0,0.0005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.3993543784498431,53.0,47.0,44.0,45.0,41.0,42.0,42.0,41.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,5.0,0.005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6054397350121447,120.0,68.0,52.0,38.0,35.0,35.0,37.0,37.0,41.0,False,False,False,False,True,True,True,True,True
0.01,0.01,10.0,0.005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.639069598564793,78.0,55.0,41.0,35.0,33.0,35.0,32.0,33.0,39.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.5,0.1,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.21662950424759614,276.0,73.0,41.0,41.0,43.0,43.0,43.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,0.1,0.0001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.07061535035191124,334.0,332.0,183.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,1.0,0.0001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.5006829848338914,166.0,41.0,35.0,38.0,39.0,40.0,41.0,43.0,43.0,False,True,True,True,True,True,True,True,True
0.01,0.01,10.0,0.01,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6732766337390954,78.0,50.0,39.0,35.0,33.0,32.0,33.0,34.0,38.0,False,False,False,False,True,True,True,True,True
0.01,0.01,50.0,0.01,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.4430873241440735,65.0,49.0,42.0,42.0,42.0,40.0,40.0,39.0,42.0,False,False,False,True,True,True,True,True,True
0.01,0.01,100.0,0.0001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.38957949061674696,52.0,44.0,43.0,42.0,41.0,41.0,43.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,50.0,0.005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.46484066697352167,59.0,51.0,47.0,42.0,41.0,39.0,39.0,42.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.1,0.05,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.06742667783282863,334.0,325.0,120.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,1.0,0.0005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.5183501107849968,171.0,48.0,31.0,37.0,39.0,41.0,42.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,100.0,0.05,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.40756218323592613,51.0,45.0,45.0,42.0,42.0,39.0,42.0,42.0,41.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10.0,0.001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6212034141496887,79.0,54.0,40.0,37.0,35.0,37.0,33.0,34.0,38.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.5,0.0005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.278042646643177,288.0,77.0,41.0,41.0,43.0,43.0,43.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,0.5,0.01,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.24837491803976994,285.0,82.0,41.0,41.0,43.0,43.0,43.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,100.0,0.01,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.39501138479607584,55.0,47.0,45.0,42.0,42.0,41.0,41.0,42.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,5.0,0.0005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6482840272569258,112.0,58.0,47.0,39.0,33.0,30.0,31.0,34.0,38.0,False,False,False,False,True,True,True,True,True
0.01,0.01,0.1,0.0005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.06882924638275936,336.0,330.0,166.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,50.0,0.05,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.4583029236761614,65.0,51.0,43.0,44.0,39.0,39.0,38.0,41.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.1,0.005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.06969054262324884,336.0,329.0,146.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,50.0,0.0005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.4805582789999102,68.0,49.0,42.0,43.0,41.0,40.0,39.0,41.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,1.0,0.001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.5046044400385501,177.0,48.0,33.0,37.0,38.0,41.0,41.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,100.0,0.1,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.3642411666582485,58.0,45.0,43.0,45.0,45.0,43.0,40.0,41.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.1,0.01,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.06931368335177686,335.0,336.0,163.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,5.0,0.01,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.6458799593140074,104.0,57.0,46.0,35.0,32.0,32.0,33.0,34.0,39.0,False,False,False,False,True,True,True,True,True
0.01,0.01,50.0,0.0001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.4596079673253369,67.0,50.0,42.0,43.0,40.0,39.0,41.0,40.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,10.0,0.1,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.5920070850905292,74.0,56.0,48.0,40.0,38.0,37.0,35.0,35.0,38.0,False,False,False,False,True,True,True,True,True
0.01,0.01,5.0,0.1,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.5983581889930251,120.0,70.0,54.0,45.0,35.0,34.0,36.0,36.0,37.0,False,False,False,False,True,True,True,True,True
0.01,0.01,100.0,0.005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.37141578103771755,57.0,46.0,42.0,41.0,41.0,41.0,44.0,43.0,43.0,False,False,False,True,True,True,True,True,True
0.01,0.01,0.5,0.005,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.17594644599942694,297.0,106.0,41.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,True,True,True,True,True,True,True
0.01,0.01,0.1,0.001,200,200,fgan,sigmoidproba,10000,1000,0.5,True,0,0.01,False,0.5,False,0.06770369214337446,334.0,332.0,169.0,43.0,43.0,43.0,43.0,43.0,43.0,False,False,False,True,True,True,True,True,True
